threshold,precision,recall,f1
2.0909506929456256e-05,0.030410542321338063,1.0,0.05902606979023194
2.1007163013564423e-05,0.030413625304136254,1.0,0.0590318771564059
2.102271537296474e-05,0.030416708912095712,1.0,0.05903768566542471
2.1057407138869166e-05,0.03041979314540661,1.0,0.05904349531762576
2.1065923647256568e-05,0.030422878004259205,1.0,0.05904930611334659
2.113613300025463e-05,0.030425963488843813,1.0,0.059055118052924856
2.1147727238712832e-05,0.030429049599350846,1.0,0.059060931136698316
2.1199821276240982e-05,0.030432136335970784,1.0,0.05906674536500492
2.1212015781202354e-05,0.030435223698894186,1.0,0.0590725607381827
2.1236528482404537e-05,0.030438311688311688,1.0,0.05907837725656985
2.1277375708450563e-05,0.030441400304414,1.0,0.05908419492050469
2.1285351976985112e-05,0.03044448954739192,1.0,0.059090013730325686
2.1297535568010062e-05,0.030447579417436314,1.0,0.059095833686371384
2.13801977224648e-05,0.030450669914738125,1.0,0.05910165478898054
2.143625715689268e-05,0.030453761039488377,1.0,0.05910747703849199
2.1463587472680956e-05,0.030456852791878174,1.0,0.05911330043524472
2.149117790395394e-05,0.03045994517209869,1.0,0.059119124979577865
2.1513815227081068e-05,0.030463038180341188,1.0,0.05912495067183065
2.1569447198999114e-05,0.030466131816796995,1.0,0.05913077751234249
2.161233533115592e-05,0.030469226081657527,1.0,0.05913660550145289
2.1717251001973636e-05,0.03047232097511427,1.0,0.059142434639501494
2.1723195459344424e-05,0.030475416497358798,1.0,0.05914826492682812
2.1755247871624306e-05,0.03047851264858275,1.0,0.059154096363772675
2.1757778085884638e-05,0.03048160942897785,1.0,0.0591599289506752
2.1824527721037157e-05,0.0304847068387359,1.0,0.05916576268787591
2.182502612413373e-05,0.03048780487804878,1.0,0.05917159757571513
2.1842246496817097e-05,0.030490903547108445,1.0,0.05917743361453331
2.1865525923203677e-05,0.030494002846106934,1.0,0.059183270804671034
2.1905076209804974e-05,0.030497102775236352,1.0,0.05918910914646904
2.1959729565423913e-05,0.030500203334688898,1.0,0.0591949486402682
2.208639489253983e-05,0.030503304524656837,1.0,0.05920078928640949
2.211845276178792e-05,0.03050640634533252,1.0,0.059206631085234065
2.2146505216369405e-05,0.03050950879690837,1.0,0.05921247403708317
2.217279325122945e-05,0.030512611879576892,1.0,0.059218318142298214
2.2187832655617967e-05,0.030515715593530668,1.0,0.05922416340122073
2.2201846149982885e-05,0.030518819938962362,1.0,0.0592300098141924
2.2244357751333155e-05,0.030521924916064706,1.0,0.05923585738155501
2.239490822830703e-05,0.030525030525030524,1.0,0.059241706103650524
2.246545409434475e-05,0.03052813676605271,1.0,0.05924755598082099
2.2485108274850063e-05,0.030531243639324242,1.0,0.05925340701340866
2.2518219338962808e-05,0.030534351145038167,1.0,0.05925925920175582
2.2535126845468767e-05,0.030537459283387622,1.0,0.05926511254620501
2.2543939849128947e-05,0.030540568054565814,1.0,0.059270967047098805
